Data Source in SDW: https://sdw.ecb.europa.eu/quickview.do;jsessionid=E7BDC6600B1CE45B30CC3EF1AEDD079B?SERIES_KEY=120.EXR.D.HUF.EUR.SP00.A&start=01-01-1999&end=18-08-2022&submitOptions.x=0&submitOptions.y=0&trans=N
;EXR.D.HUF.EUR.SP00.A
;ECB reference exchange rate, Hungarian forint/Euro, 2:15 pm (C.E.T.)
Collection:;Average of observations through period (A)
Period\Unit:;[Hungarian forint ]
;;obs. status;obs. comment
2016-12-22;310,22;Normal value (A);
2016-12-21;310,28;Normal value (A);
2016-12-20;310,98;Normal value (A);
2016-12-19;311,79;Normal value (A);
2016-12-16;312,45;Normal value (A);
2016-12-15;313,17;Normal value (A);
2016-12-14;314,89;Normal value (A);
2016-12-13;314,31;Normal value (A);
2016-12-12;314,02;Normal value (A);
2016-12-09;314,45;Normal value (A);
2016-12-08;314,29;Normal value (A);
2016-12-07;312,98;Normal value (A);
2016-12-06;313,49;Normal value (A);
2016-12-05;313,97;Normal value (A);
2016-12-02;313,93;Normal value (A);
2016-12-01;313,96;Normal value (A);
2016-11-30;311,51;Normal value (A);
2016-11-29;311,48;Normal value (A);
2016-11-28;310,65;Normal value (A);
2016-11-25;309,33;Normal value (A);
2016-11-24;310,46;Normal value (A);
2016-11-23;310,04;Normal value (A);
2016-11-22;308,89;Normal value (A);
2016-11-21;309,13;Normal value (A);
2016-11-18;309,49;Normal value (A);
2016-11-17;309,36;Normal value (A);
2016-11-16;310,59;Normal value (A);
2016-11-15;309,97;Normal value (A);
2016-11-14;310,13;Normal value (A);
2016-11-11;309,25;Normal value (A);
2016-11-10;307,30;Normal value (A);
2016-11-09;304,95;Normal value (A);
2016-11-08;305,57;Normal value (A);
2016-11-07;306,05;Normal value (A);
2016-11-04;306,13;Normal value (A);
2016-11-03;307,88;Normal value (A);
2016-11-02;308,06;Normal value (A);
2016-11-01;307,73;Normal value (A);
2016-10-31;308,44;Normal value (A);
2016-10-28;309,46;Normal value (A);
2016-10-27;309,23;Normal value (A);
2016-10-26;309,09;Normal value (A);
2016-10-25;308,16;Normal value (A);
2016-10-24;308,53;Normal value (A);
2016-10-21;308,30;Normal value (A);
2016-10-20;307,54;Normal value (A);
2016-10-19;307,08;Normal value (A);
2016-10-18;306,93;Normal value (A);
2016-10-17;306,93;Normal value (A);
2016-10-14;305,31;Normal value (A);
2016-10-13;306,48;Normal value (A);
2016-10-12;306,05;Normal value (A);
2016-10-11;304,43;Normal value (A);
2016-10-10;304,65;Normal value (A);
2016-10-07;303,86;Normal value (A);
2016-10-06;305,07;Normal value (A);
2016-10-05;305,85;Normal value (A);
2016-10-04;307,42;Normal value (A);
2016-10-03;308,18;Normal value (A);
2016-09-30;309,79;Normal value (A);
2016-09-29;308,65;Normal value (A);
2016-09-28;307,95;Normal value (A);
2016-09-27;306,94;Normal value (A);
2016-09-26;306,52;Normal value (A);
2016-09-23;305,51;Normal value (A);
2016-09-22;306,37;Normal value (A);
2016-09-21;308,55;Normal value (A);
2016-09-20;309,12;Normal value (A);
2016-09-19;307,76;Normal value (A);
2016-09-16;309,14;Normal value (A);
2016-09-15;310,25;Normal value (A);
2016-09-14;309,95;Normal value (A);
2016-09-13;309,80;Normal value (A);
2016-09-12;309,98;Normal value (A);
2016-09-09;308,61;Normal value (A);
2016-09-08;308,06;Normal value (A);
2016-09-07;308,65;Normal value (A);
2016-09-06;309,80;Normal value (A);
2016-09-05;309,33;Normal value (A);
2016-09-02;310,13;Normal value (A);
2016-09-01;310,05;Normal value (A);
2016-08-31;310,34;Normal value (A);
2016-08-30;308,97;Normal value (A);
2016-08-29;308,76;Normal value (A);
2016-08-26;308,50;Normal value (A);
2016-08-25;309,80;Normal value (A);
2016-08-24;309,99;Normal value (A);
2016-08-23;310,49;Normal value (A);
2016-08-22;310,15;Normal value (A);
2016-08-19;310,28;Normal value (A);
2016-08-18;310,42;Normal value (A);
2016-08-17;310,63;Normal value (A);
2016-08-16;309,91;Normal value (A);
2016-08-15;309,49;Normal value (A);
2016-08-12;310,02;Normal value (A);
2016-08-11;310,26;Normal value (A);
2016-08-10;310,41;Normal value (A);
2016-08-09;310,37;Normal value (A);
2016-08-08;311,02;Normal value (A);
2016-08-05;310,62;Normal value (A);
2016-08-04;311,18;Normal value (A);
2016-08-03;311,00;Normal value (A);
2016-08-02;311,10;Normal value (A);
2016-08-01;311,01;Normal value (A);
2016-07-29;312,19;Normal value (A);
2016-07-28;312,15;Normal value (A);
2016-07-27;313,56;Normal value (A);
2016-07-26;313,16;Normal value (A);
2016-07-25;312,64;Normal value (A);
2016-07-22;313,34;Normal value (A);
2016-07-21;314,61;Normal value (A);
2016-07-20;315,05;Normal value (A);
2016-07-19;314,73;Normal value (A);
2016-07-18;315,01;Normal value (A);
2016-07-15;314,95;Normal value (A);
2016-07-14;313,64;Normal value (A);
2016-07-13;313,39;Normal value (A);
2016-07-12;313,94;Normal value (A);
2016-07-11;313,07;Normal value (A);
2016-07-08;314,08;Normal value (A);
2016-07-07;315,52;Normal value (A);
2016-07-06;316,60;Normal value (A);
2016-07-05;316,33;Normal value (A);
2016-07-04;316,93;Normal value (A);
2016-07-01;316,52;Normal value (A);
2016-06-30;317,06;Normal value (A);
2016-06-29;316,95;Normal value (A);
2016-06-28;317,67;Normal value (A);
2016-06-27;318,35;Normal value (A);
2016-06-24;317,90;Normal value (A);
2016-06-23;314,28;Normal value (A);
2016-06-22;314,42;Normal value (A);
2016-06-21;314,08;Normal value (A);
2016-06-20;312,92;Normal value (A);
2016-06-17;314,26;Normal value (A);
2016-06-16;315,15;Normal value (A);
2016-06-15;313,86;Normal value (A);
2016-06-14;313,96;Normal value (A);
2016-06-13;312,37;Normal value (A);
2016-06-10;311,39;Normal value (A);
2016-06-09;311,44;Normal value (A);
2016-06-08;310,09;Normal value (A);
2016-06-07;310,48;Normal value (A);
2016-06-06;311,45;Normal value (A);
2016-06-03;312,44;Normal value (A);
2016-06-02;313,02;Normal value (A);
2016-06-01;314,11;Normal value (A);
2016-05-31;314,11;Normal value (A);
2016-05-30;313,81;Normal value (A);
2016-05-27;314,21;Normal value (A);
2016-05-26;314,39;Normal value (A);
2016-05-25;314,29;Normal value (A);
2016-05-24;316,00;Normal value (A);
2016-05-23;317,05;Normal value (A);
2016-05-20;316,78;Normal value (A);
2016-05-19;316,62;Normal value (A);
2016-05-18;316,05;Normal value (A);
2016-05-17;315,25;Normal value (A);
2016-05-16;315,50;Normal value (A);
2016-05-13;315,17;Normal value (A);
2016-05-12;314,91;Normal value (A);
2016-05-11;315,30;Normal value (A);
2016-05-10;314,50;Normal value (A);
2016-05-09;315,05;Normal value (A);
2016-05-06;313,68;Normal value (A);
2016-05-05;312,84;Normal value (A);
2016-05-04;312,58;Normal value (A);
2016-05-03;311,85;Normal value (A);
2016-05-02;310,84;Normal value (A);
2016-04-29;312,23;Normal value (A);
2016-04-28;310,70;Normal value (A);
2016-04-27;312,12;Normal value (A);
2016-04-26;312,20;Normal value (A);
2016-04-25;311,30;Normal value (A);
2016-04-22;310,10;Normal value (A);
2016-04-21;310,70;Normal value (A);
2016-04-20;309,05;Normal value (A);
2016-04-19;310,51;Normal value (A);
2016-04-18;310,33;Normal value (A);
2016-04-15;310,54;Normal value (A);
2016-04-14;311,25;Normal value (A);
2016-04-13;310,73;Normal value (A);
2016-04-12;311,38;Normal value (A);
2016-04-11;312,07;Normal value (A);
2016-04-08;312,67;Normal value (A);
2016-04-07;312,28;Normal value (A);
2016-04-06;312,33;Normal value (A);
2016-04-05;312,62;Normal value (A);
2016-04-04;312,29;Normal value (A);
2016-04-01;313,30;Normal value (A);
2016-03-31;314,12;Normal value (A);
2016-03-30;314,29;Normal value (A);
2016-03-29;314,18;Normal value (A);
2016-03-24;314,24;Normal value (A);
2016-03-23;313,79;Normal value (A);
2016-03-22;312,60;Normal value (A);
2016-03-21;310,49;Normal value (A);
2016-03-18;310,32;Normal value (A);
2016-03-17;310,05;Normal value (A);
2016-03-16;311,43;Normal value (A);
2016-03-15;310,53;Normal value (A);
2016-03-14;310,11;Normal value (A);
2016-03-11;310,28;Normal value (A);
2016-03-10;310,01;Normal value (A);
2016-03-09;309,62;Normal value (A);
2016-03-08;310,19;Normal value (A);
2016-03-07;309,63;Normal value (A);
2016-03-04;309,31;Normal value (A);
2016-03-03;308,94;Normal value (A);
2016-03-02;309,96;Normal value (A);
2016-03-01;310,15;Normal value (A);
2016-02-29;311,26;Normal value (A);
2016-02-26;310,52;Normal value (A);
2016-02-25;310,86;Normal value (A);
2016-02-24;310,55;Normal value (A);
2016-02-23;307,63;Normal value (A);
2016-02-22;307,84;Normal value (A);
2016-02-19;309,11;Normal value (A);
2016-02-18;309,49;Normal value (A);
2016-02-17;309,95;Normal value (A);
2016-02-16;310,75;Normal value (A);
2016-02-15;309,24;Normal value (A);
2016-02-12;310,13;Normal value (A);
2016-02-11;311,98;Normal value (A);
2016-02-10;311,62;Normal value (A);
2016-02-09;311,55;Normal value (A);
2016-02-08;310,69;Normal value (A);
2016-02-05;309,95;Normal value (A);
2016-02-04;310,49;Normal value (A);
2016-02-03;310,55;Normal value (A);
2016-02-02;311,65;Normal value (A);
2016-02-01;311,86;Normal value (A);
2016-01-29;312,03;Normal value (A);
2016-01-28;313,37;Normal value (A);
2016-01-27;313,85;Normal value (A);
2016-01-26;312,73;Normal value (A);
2016-01-25;312,70;Normal value (A);
2016-01-22;312,20;Normal value (A);
2016-01-21;314,42;Normal value (A);
2016-01-20;314,76;Normal value (A);
2016-01-19;314,56;Normal value (A);
2016-01-18;315,42;Normal value (A);
2016-01-15;314,35;Normal value (A);
2016-01-14;315,97;Normal value (A);
2016-01-13;315,43;Normal value (A);
2016-01-12;317,75;Normal value (A);
2016-01-11;317,32;Normal value (A);
2016-01-08;315,53;Normal value (A);
2016-01-07;315,79;Normal value (A);
2016-01-06;314,81;Normal value (A);
2016-01-05;315,20;Normal value (A);
2016-01-04;315,39;Normal value (A);
2015-12-31;315,98;Normal value (A);
2015-12-30;313,15;Normal value (A);
2015-12-29;314,26;Normal value (A);
2015-12-28;314,13;Normal value (A);
2015-12-24;315,91;Normal value (A);
2015-12-23;314,85;Normal value (A);
2015-12-22;313,97;Normal value (A);
2015-12-21;314,15;Normal value (A);
2015-12-18;314,25;Normal value (A);
2015-12-17;315,96;Normal value (A);
2015-12-16;316,41;Normal value (A);
2015-12-15;316,50;Normal value (A);
2015-12-14;317,12;Normal value (A);
2015-12-11;316,66;Normal value (A);
2015-12-10;316,61;Normal value (A);
2015-12-09;314,70;Normal value (A);
2015-12-08;314,53;Normal value (A);
2015-12-07;311,85;Normal value (A);
2015-12-04;313,10;Normal value (A);
2015-12-03;310,93;Normal value (A);
2015-12-02;311,23;Normal value (A);
2015-12-01;310,50;Normal value (A);
2015-11-30;311,58;Normal value (A);
2015-11-27;312,08;Normal value (A);
2015-11-26;312,27;Normal value (A);
2015-11-25;312,11;Normal value (A);
2015-11-24;311,89;Normal value (A);
2015-11-23;311,13;Normal value (A);
2015-11-20;309,96;Normal value (A);
2015-11-19;310,26;Normal value (A);
2015-11-18;310,94;Normal value (A);
2015-11-17;311,64;Normal value (A);
2015-11-16;311,90;Normal value (A);
2015-11-13;312,23;Normal value (A);
2015-11-12;312,25;Normal value (A);
2015-11-11;311,70;Normal value (A);
2015-11-10;312,69;Normal value (A);
2015-11-09;314,44;Normal value (A);
2015-11-06;314,02;Normal value (A);
2015-11-05;313,97;Normal value (A);
2015-11-04;314,91;Normal value (A);
2015-11-03;313,48;Normal value (A);
2015-11-02;312,19;Normal value (A);
2015-10-30;309,90;Normal value (A);
2015-10-29;311,45;Normal value (A);
2015-10-28;311,78;Normal value (A);
2015-10-27;312,85;Normal value (A);
2015-10-26;310,17;Normal value (A);
2015-10-23;309,95;Normal value (A);
2015-10-22;311,12;Normal value (A);
2015-10-21;311,25;Normal value (A);
2015-10-20;310,33;Normal value (A);
2015-10-19;309,51;Normal value (A);
2015-10-16;309,68;Normal value (A);
2015-10-15;309,39;Normal value (A);
2015-10-14;311,04;Normal value (A);
2015-10-13;311,53;Normal value (A);
2015-10-12;310,86;Normal value (A);
2015-10-09;311,59;Normal value (A);
2015-10-08;312,17;Normal value (A);
2015-10-07;312,17;Normal value (A);
2015-10-06;313,58;Normal value (A);
2015-10-05;311,90;Normal value (A);
2015-10-02;312,97;Normal value (A);
2015-10-01;312,80;Normal value (A);
2015-09-30;313,45;Normal value (A);
2015-09-29;313,75;Normal value (A);
2015-09-28;315,43;Normal value (A);
2015-09-25;315,46;Normal value (A);
2015-09-24;314,21;Normal value (A);
2015-09-23;310,91;Normal value (A);
2015-09-22;310,55;Normal value (A);
2015-09-21;310,12;Normal value (A);
2015-09-18;309,81;Normal value (A);
2015-09-17;310,99;Normal value (A);
2015-09-16;311,82;Normal value (A);
2015-09-15;312,48;Normal value (A);
2015-09-14;313,33;Normal value (A);
2015-09-11;314,74;Normal value (A);
2015-09-10;314,51;Normal value (A);
2015-09-09;313,17;Normal value (A);
2015-09-08;314,22;Normal value (A);
2015-09-07;314,03;Normal value (A);
2015-09-04;313,55;Normal value (A);
2015-09-03;314,20;Normal value (A);
2015-09-02;313,95;Normal value (A);
2015-09-01;314,50;Normal value (A);
2015-08-31;314,70;Normal value (A);
2015-08-28;314,80;Normal value (A);
2015-08-27;315,15;Normal value (A);
2015-08-26;315,54;Normal value (A);
2015-08-25;312,31;Normal value (A);
2015-08-24;315,23;Normal value (A);
2015-08-21;312,77;Normal value (A);
2015-08-20;312,38;Normal value (A);
2015-08-19;309,82;Normal value (A);
2015-08-18;309,01;Normal value (A);
2015-08-17;310,01;Normal value (A);
2015-08-14;310,69;Normal value (A);
2015-08-13;310,67;Normal value (A);
2015-08-12;311,21;Normal value (A);
2015-08-11;312,25;Normal value (A);
2015-08-10;311,27;Normal value (A);
2015-08-07;310,35;Normal value (A);
2015-08-06;310,45;Normal value (A);
2015-08-05;309,30;Normal value (A);
2015-08-04;308,10;Normal value (A);
2015-08-03;307,89;Normal value (A);
2015-07-31;308,30;Normal value (A);
2015-07-30;308,93;Normal value (A);
2015-07-29;309,29;Normal value (A);
2015-07-28;309,88;Normal value (A);
2015-07-27;310,02;Normal value (A);
2015-07-24;311,19;Normal value (A);
2015-07-23;309,60;Normal value (A);
2015-07-22;308,33;Normal value (A);
2015-07-21;309,00;Normal value (A);
2015-07-20;309,26;Normal value (A);
2015-07-17;308,84;Normal value (A);
2015-07-16;309,15;Normal value (A);
2015-07-15;310,77;Normal value (A);
2015-07-14;310,90;Normal value (A);
2015-07-13;310,90;Normal value (A);
2015-07-10;311,01;Normal value (A);
2015-07-09;315,00;Normal value (A);
2015-07-08;317,87;Normal value (A);
2015-07-07;316,18;Normal value (A);
2015-07-06;316,13;Normal value (A);
2015-07-03;315,48;Normal value (A);
2015-07-02;314,85;Normal value (A);
2015-07-01;314,33;Normal value (A);
2015-06-30;314,93;Normal value (A);
2015-06-29;314,38;Normal value (A);
2015-06-26;312,66;Normal value (A);
2015-06-25;311,78;Normal value (A);
2015-06-24;311,11;Normal value (A);
2015-06-23;310,24;Normal value (A);
2015-06-22;310,83;Normal value (A);
2015-06-19;312,85;Normal value (A);
2015-06-18;311,14;Normal value (A);
2015-06-17;311,84;Normal value (A);
2015-06-16;311,88;Normal value (A);
2015-06-15;313,30;Normal value (A);
2015-06-12;312,13;Normal value (A);
2015-06-11;312,21;Normal value (A);
2015-06-10;312,27;Normal value (A);
2015-06-09;312,28;Normal value (A);
2015-06-08;313,95;Normal value (A);
2015-06-05;311,28;Normal value (A);
2015-06-04;312,30;Normal value (A);
2015-06-03;311,35;Normal value (A);
2015-06-02;309,29;Normal value (A);
2015-06-01;309,11;Normal value (A);
2015-05-29;308,90;Normal value (A);
2015-05-28;308,65;Normal value (A);
2015-05-27;308,80;Normal value (A);
2015-05-26;309,17;Normal value (A);
2015-05-25;307,71;Normal value (A);
2015-05-22;306,96;Normal value (A);
2015-05-21;306,97;Normal value (A);
2015-05-20;306,50;Normal value (A);
2015-05-19;305,07;Normal value (A);
2015-05-18;307,55;Normal value (A);
2015-05-15;306,67;Normal value (A);
2015-05-14;307,52;Normal value (A);
2015-05-13;306,95;Normal value (A);
2015-05-12;306,57;Normal value (A);
2015-05-11;304,40;Normal value (A);
2015-05-08;303,91;Normal value (A);
2015-05-07;304,56;Normal value (A);
2015-05-06;304,55;Normal value (A);
2015-05-05;301,70;Normal value (A);
2015-05-04;303,42;Normal value (A);
2015-04-30;302,81;Normal value (A);
2015-04-29;302,55;Normal value (A);
2015-04-28;301,35;Normal value (A);
2015-04-27;301,21;Normal value (A);
2015-04-24;301,48;Normal value (A);
2015-04-23;301,57;Normal value (A);
2015-04-22;300,27;Normal value (A);
2015-04-21;297,41;Normal value (A);
2015-04-20;297,90;Normal value (A);
2015-04-17;301,36;Normal value (A);
2015-04-16;300,95;Normal value (A);
2015-04-15;297,85;Normal value (A);
2015-04-14;296,64;Normal value (A);
2015-04-13;296,85;Normal value (A);
2015-04-10;297,38;Normal value (A);
2015-04-09;297,20;Normal value (A);
2015-04-08;296,62;Normal value (A);
2015-04-07;299,08;Normal value (A);
2015-04-02;299,58;Normal value (A);
2015-04-01;298,52;Normal value (A);
2015-03-31;299,43;Normal value (A);
2015-03-30;299,83;Normal value (A);
2015-03-27;300,54;Normal value (A);
2015-03-26;299,65;Normal value (A);
2015-03-25;298,80;Normal value (A);
2015-03-24;302,26;Normal value (A);
2015-03-23;304,75;Normal value (A);
2015-03-20;303,86;Normal value (A);
2015-03-19;303,22;Normal value (A);
2015-03-18;304,00;Normal value (A);
2015-03-17;304,12;Normal value (A);
2015-03-16;303,68;Normal value (A);
2015-03-13;306,50;Normal value (A);
2015-03-12;303,60;Normal value (A);
2015-03-11;304,17;Normal value (A);
2015-03-10;307,92;Normal value (A);
2015-03-09;305,21;Normal value (A);
2015-03-06;303,78;Normal value (A);
2015-03-05;305,36;Normal value (A);
2015-03-04;306,47;Normal value (A);
2015-03-03;305,07;Normal value (A);
2015-03-02;303,58;Normal value (A);
2015-02-27;303,03;Normal value (A);
2015-02-26;302,88;Normal value (A);
2015-02-25;305,55;Normal value (A);
2015-02-24;305,00;Normal value (A);
2015-02-23;305,09;Normal value (A);
2015-02-20;305,68;Normal value (A);
2015-02-19;305,34;Normal value (A);
2015-02-18;307,71;Normal value (A);
2015-02-17;307,81;Normal value (A);
2015-02-16;306,91;Normal value (A);
2015-02-13;306,03;Normal value (A);
2015-02-12;307,76;Normal value (A);
2015-02-11;310,15;Normal value (A);
2015-02-10;309,34;Normal value (A);
2015-02-09;307,30;Normal value (A);
2015-02-06;306,27;Normal value (A);
2015-02-05;307,24;Normal value (A);
2015-02-04;308,85;Normal value (A);
2015-02-03;309,18;Normal value (A);
2015-02-02;310,56;Normal value (A);
2015-01-30;312,03;Normal value (A);
2015-01-29;312,00;Normal value (A);
2015-01-28;312,18;Normal value (A);
2015-01-27;312,17;Normal value (A);
2015-01-26;310,67;Normal value (A);
2015-01-23;310,91;Normal value (A);
2015-01-22;315,56;Normal value (A);
2015-01-21;315,35;Normal value (A);
2015-01-20;317,53;Normal value (A);
2015-01-19;318,72;Normal value (A);
2015-01-16;320,37;Normal value (A);
2015-01-15;322,39;Normal value (A);
2015-01-14;319,97;Normal value (A);
2015-01-13;318,27;Normal value (A);
2015-01-12;318,03;Normal value (A);
2015-01-09;317,39;Normal value (A);
2015-01-08;317,05;Normal value (A);
2015-01-07;319,53;Normal value (A);
2015-01-06;319,32;Normal value (A);
2015-01-05;318,32;Normal value (A);
2015-01-02;318,75;Normal value (A);
2014-12-31;315,54;Normal value (A);
2014-12-30;314,98;Normal value (A);
2014-12-29;314,68;Normal value (A);
2014-12-24;316,08;Normal value (A);
2014-12-23;313,93;Normal value (A);
2014-12-22;315,33;Normal value (A);
2014-12-19;316,45;Normal value (A);
2014-12-18;314,73;Normal value (A);
2014-12-17;314,42;Normal value (A);
2014-12-16;312,23;Normal value (A);
2014-12-15;308,32;Normal value (A);
2014-12-12;308,93;Normal value (A);
2014-12-11;308,14;Normal value (A);
2014-12-10;307,21;Normal value (A);
2014-12-09;305,75;Normal value (A);
2014-12-08;306,55;Normal value (A);
2014-12-05;307,25;Normal value (A);
2014-12-04;306,90;Normal value (A);
2014-12-03;306,72;Normal value (A);
2014-12-02;306,93;Normal value (A);
2014-12-01;306,43;Normal value (A);
2014-11-28;306,81;Normal value (A);
2014-11-27;307,14;Normal value (A);
2014-11-26;306,60;Normal value (A);
2014-11-25;305,82;Normal value (A);
2014-11-24;304,76;Normal value (A);
2014-11-21;304,56;Normal value (A);
2014-11-20;304,62;Normal value (A);
2014-11-19;304,80;Normal value (A);
2014-11-18;305,54;Normal value (A);
2014-11-17;306,01;Normal value (A);
2014-11-14;306,12;Normal value (A);
2014-11-13;306,36;Normal value (A);
2014-11-12;307,36;Normal value (A);
2014-11-11;307,59;Normal value (A);
2014-11-10;307,04;Normal value (A);
2014-11-07;309,84;Normal value (A);
2014-11-06;310,02;Normal value (A);
2014-11-05;309,05;Normal value (A);
2014-11-04;309,08;Normal value (A);
2014-11-03;308,64;Normal value (A);
2014-10-31;308,26;Normal value (A);
2014-10-30;308,82;Normal value (A);
2014-10-29;309,05;Normal value (A);
2014-10-28;309,26;Normal value (A);
2014-10-27;308,78;Normal value (A);
2014-10-24;308,65;Normal value (A);
2014-10-23;307,40;Normal value (A);
2014-10-22;306,17;Normal value (A);
2014-10-21;306,38;Normal value (A);
2014-10-20;306,37;Normal value (A);
2014-10-17;307,40;Normal value (A);
2014-10-16;308,90;Normal value (A);
2014-10-15;306,46;Normal value (A);
2014-10-14;306,65;Normal value (A);
2014-10-13;305,51;Normal value (A);
2014-10-10;306,84;Normal value (A);
2014-10-09;306,27;Normal value (A);
2014-10-08;307,92;Normal value (A);
2014-10-07;307,92;Normal value (A);
2014-10-06;308,27;Normal value (A);
2014-10-03;309,17;Normal value (A);
2014-10-02;309,71;Normal value (A);
2014-10-01;310,30;Normal value (A);
2014-09-30;310,57;Normal value (A);
2014-09-29;312,18;Normal value (A);
2014-09-26;311,51;Normal value (A);
2014-09-25;310,54;Normal value (A);
2014-09-24;310,22;Normal value (A);
2014-09-23;310,90;Normal value (A);
2014-09-22;311,95;Normal value (A);
2014-09-19;310,76;Normal value (A);
2014-09-18;312,27;Normal value (A);
2014-09-17;313,70;Normal value (A);
2014-09-16;314,35;Normal value (A);
2014-09-15;314,53;Normal value (A);
2014-09-12;314,88;Normal value (A);
2014-09-11;314,80;Normal value (A);
2014-09-10;316,13;Normal value (A);
2014-09-09;316,84;Normal value (A);
2014-09-08;313,85;Normal value (A);
2014-09-05;314,16;Normal value (A);
2014-09-04;312,44;Normal value (A);
2014-09-03;314,02;Normal value (A);
2014-09-02;315,49;Normal value (A);
2014-09-01;314,25;Normal value (A);
2014-08-29;315,02;Normal value (A);
2014-08-28;313,91;Normal value (A);
2014-08-27;312,55;Normal value (A);
2014-08-26;313,16;Normal value (A);
